RAh,RAM,RAs,DE-,DEd,DEm,DEs,Names,PGCName,FILEN,z,OV,Fam,IV,ST,T,F,CVRHS,RA,coord,RAdeg,DECdeg,SDSS,RAdeg_x,DEdeg,errHalfMaj,errHalfMin,errPosAng,q_mode,cl,m_SDSS,flags,ObsDate,Q,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,angDist
15,32,25.8,+,60,36,35.8,2MASX J15322579+6036355,3848592,45827,---,(R2P),S_AB,(l),Sb,3,0.25,(R2P)S_AB(l)b,15 32 25.8 +60 36 35.8,15 32 25.8 +60 36 35.8,233.10749999999996,60.609944444444444,J153225.78+603635.9,233.107455,60.609973,0.03,0.028,45.0,,3,,0000001010000210,2004.4526,2,,19.33,0.07,17.639,0.007,16.682,0.005,16.248,0.004,15.884,0.009,0.129807
15,32,28.52,+,41,48,42.6,SDSS J153228.51+414842.6,---,33022,---,(RP),S_AB,(rl),Sb,3,0.25,(RP)S_AB(rl)b pec,15 32 28.52 +41 48 42.6,15 32 28.52 +41 48 42.6,233.1188333333333,41.81183333333333,J153228.51+414842.6,233.118828,41.811846,0.069,0.066,148.0,,3,,0000001010021110,2003.3243,3,,18.678,0.064,17.309,0.009,16.945,0.009,16.705,0.012,17.302,0.121,0.047808
15,32,30.35,+,52,37,27.8,2MASX J15323035+5237274,2419567,1742,0.073,(R2P),SAB,(l),Sab,2,0.5,(R2P)SAB(l)ab,15 32 30.35 +52 37 27.8,15 32 30.35 +52 37 27.8,233.12645833333332,52.62438888888889,J153230.34+523727.8,233.126453,52.624394,0.048,0.045,54.0,,3,,0000001010020010,2001.3915,2,0.07306,18.659,0.028,16.884,0.004,16.05,0.003,15.604,0.003,15.269,0.006,0.022051
15,32,36.08,+,27,28,45.0,2MASX J15323606+2728454,1809390,20076,0.069,(RP?),SAB,"(r,nrl)",S0/a,0,0.5,"(RP?)SAB(r,nrl)0/a:",15 32 36.08 +27 28 45.0,15 32 36.08 +27 28 45.0,233.1503333333333,27.479166666666664,J153236.07+272844.9,233.150317,27.479154,0.055,0.046,63.0,,3,,0000001090021010,2004.2093,2,0.06929,18.399,0.034,16.775,0.004,16.034,0.004,15.618,0.004,15.345,0.009,0.06942
15,32,37.97,+,5,46,4.6,2MASX J15323797+0546049,1288808,93386,0.033,(R1),SA,(rl),Sa,1,0.0,(R1)SA(rl)a:,15 32 37.97 +5 46 4.6,15 32 37.97 +5 46 4.6,233.1582083333333,5.767944444444445,J153237.97+054604.6,233.158216,5.767952,0.059,0.052,83.0,,3,,0000000010020010,2003.3221,3,0.03284,17.856,0.023,16.082,0.004,15.247,0.003,14.831,0.003,14.514,0.005,0.038562
15,32,47.36,-,0,35,57.3,SDSS J153247.35-003557.2,1139376,42946,0.121,(RP),SA,,Sa,1,0.0,(RP)SAa,15 32 47.36 -0 35 57.3,15 32 47.36 -0 35 57.3,233.1973333333333,-0.5992500000000001,J153247.35-003557.2,233.197326,-0.599248,0.045,0.035,90.0,,3,,0000001010000100,1999.221,3,0.1213,19.948,0.075,18.139,0.009,17.139,0.006,16.679,0.006,16.28,0.012,0.027506
15,33,5.57,+,36,39,14.4,2MASX J15330558+3639145,2084509,33872,0.076,(R2P),SAB,(l),Sab,2,0.5,(R2P)SAB(l)ab pec or RG?,15 33 5.57 +36 39 14.4,15 33 5.57 +36 39 14.4,233.27320833333332,36.653999999999996,J153305.56+363914.4,233.273185,36.654014,0.058,0.045,56.0,,3,,0000001090021010,2003.33,3,,18.528,0.026,16.777,0.004,15.951,0.003,15.513,0.003,15.206,0.006,0.084099
15,33,10.23,+,54,13,44.1,MCG +09-25-057,55389,91135,0.029,(R1P),SA_B,(_rs),Sbc,4,0.75,(R1P)SA_B(_rs)bc,15 33 10.23 +54 13 44.1,15 33 10.23 +54 13 44.1,233.292625,54.22891666666667,J153310.22+541344.0,233.292606,54.228913,0.037,0.031,45.0,,3,,0000001090021010,2000.261,2,0.02929,17.156,0.017,15.858,0.003,15.278,0.003,14.974,0.003,14.732,0.006,0.041933
15,33,19.41,+,23,48,16.7,2MASX J15331942+2348172,3848878,42135,0.067,(RP),SA,(l),Sab,2,0.0,(RP)SA(l)ab pec,15 33 19.41 +23 48 16.7,15 33 19.41 +23 48 16.7,233.33087499999996,23.80463888888889,J153319.40+234816.7,233.330858,23.804652,0.063,0.052,156.0,,3,,0000001010021110,2004.4471,3,0.06668,18.259,0.031,16.4,0.004,15.482,0.003,15.042,0.003,14.728,0.006,0.073197
15,33,20.93,+,29,25,27.7,2MASX J15332093+2925277,1865868,2091,0.062,(R),SA,(rl),S0+,-1,0.0,(R)SA(rl)0^+^,15 33 20.93 +29 25 27.7,15 33 20.93 +29 25 27.7,233.33720833333334,29.42436111111111,J153320.93+292527.7,233.337212,29.424361,0.048,0.044,151.0,,3,,0000000010021010,2003.4749,3,0.06195,18.084,0.031,16.159,0.003,15.298,0.003,14.89,0.003,14.571,0.007,0.011774
15,33,21.99,+,33,35,41.3,2MASX J15332198+3335410,2035274,12208,0.082,,SA,(rl),S0/a,0,0.0,SA(rl)0/a,15 33 21.99 +33 35 41.3,15 33 21.99 +33 35 41.3,233.341625,33.59480555555556,J153321.99+333541.3,233.341633,33.594819,0.047,0.041,60.0,,3,,0000001010020010,2003.226,3,0.08208,18.65,0.04,16.777,0.004,15.881,0.003,15.465,0.003,15.14,0.007,0.053966
15,33,22.22,+,10,35,20.9,2MASX J15332222+1035207,3848889,99311,0.034,,SB,"(_rs,bl)",S0+,-1,1.0,"SB(_rs,bl)0^+^",15 33 22.22 +10 35 20.9,15 33 22.22 +10 35 20.9,233.34258333333332,10.58913888888889,J153322.21+103520.9,233.342559,10.589145,0.057,0.055,165.0,,3,,0000000090020110,2003.4096,3,0.03384,17.67,0.033,15.963,0.004,15.152,0.003,14.739,0.003,14.457,0.007,0.088485
15,33,47.74,+,5,17,29.0,CGCG 050-025,55439,93192,0.033,(R),SB,(l),S0+,-1,1.0,(R)SB(l)0^+^,15 33 47.74 +5 17 29.0,15 33 47.74 +5 17 29.0,233.44891666666666,5.291388888888889,J153347.74+051729.4,233.448926,5.291526,0.053,0.045,85.0,,3,,00002000100A1014,2003.3221,3,0.03276,17.145,0.017,15.122,0.002,14.231,0.002,13.792,0.002,13.451,0.004,0.494582
15,33,51.73,+,11,0,38.6,UGC 09897,55446,79160,0.035,(R1P),S_AB,"(rs,r)",Sa,1,0.25,"(R1P)S_AB(rs,r)a",15 33 51.73 +11 0 38.6,15 33 51.73 +11 0 38.6,233.46554166666664,11.010722222222222,J153351.73+110038.5,233.465541,11.010708,0.066,0.057,79.0,,3,,0000001010021010,2005.3644,3,0.03498,16.526,0.015,14.799,0.002,14.002,0.002,13.581,0.002,13.252,0.003,0.051366
15,34,1.79,+,54,37,20.8,2MASX J15340173+5437209,2475085,91616,0.110,(R2P),SA_B,(s),Sb,3,0.75,(R2P)SA_B(s)b,15 34 1.79 +54 37 20.8,15 34 1.79 +54 37 20.8,233.5074583333333,54.62244444444445,J153401.79+543720.8,233.507457,54.622449,0.042,0.04,45.0,,3,,0000001090020110,2000.261,2,0.1104,19.085,0.053,17.338,0.006,16.446,0.005,16.021,0.005,15.69,0.01,0.016771
15,34,10.6,+,7,5,37.4,CGCG 050-027,55466,92167,0.046,(R1P),SB,"(p,_rs,bl)",Sab,2,1.0,"(R1P)SB(p,_rs,bl)ab",15 34 10.6 +7 5 37.4,15 34 10.6 +7 5 37.4,233.54416666666665,7.093722222222222,J153410.60+070537.4,233.544176,7.093722,0.053,0.049,83.0,,3,,0000000010021110,2003.3218,3,0.04655,17.235,0.021,15.387,0.003,14.54,0.002,14.115,0.003,13.8,0.004,0.033717
15,34,11.08,+,24,47,41.5,2MASX J15341112+2447415,1716602,24744,0.095,(R1),SB,"(r,bl)",S0/a,0,1.0,"(R1)SB(r,bl)0/a",15 34 11.08 +24 47 41.5,15 34 11.08 +24 47 41.5,233.54616666666664,24.794861111111114,J153411.08+244741.4,233.546167,24.794859,0.051,0.046,152.0,,3,,0000001090020130,2004.2884,3,0.09564,18.727,0.059,16.693,0.005,15.754,0.004,15.33,0.004,14.998,0.008,0.007452
15,34,18.13,+,0,51,3.3,2MASX J15341815+0051035,3329636,37300,0.071,(RP),SA,,Sa,1,0.0,(RP)SAa:,15 34 18.13 +0 51 3.3,15 34 18.13 +0 51 3.3,233.57554166666665,0.8509166666666667,J153418.12+005103.3,233.575529,0.850924,0.051,0.04,88.0,,3,,0000001010020100,2001.3917,3,0.07095,19.559,0.073,17.735,0.007,16.861,0.005,16.412,0.005,16.056,0.01,0.052407
15,34,21.99,+,25,2,11.4,2MASX J15342198+2502114,3849179,27871,0.099,(RP),SAB,(_rs),Sab,2,0.5,(RP)SAB(_rs)ab,15 34 21.99 +25 2 11.4,15 34 21.99 +25 2 11.4,233.59162499999996,25.0365,J153421.99+250211.4,233.591634,25.036508,0.051,0.05,67.0,,3,,0000001010020010,2004.2914,2,0.09955,19.512,0.077,17.577,0.006,16.594,0.005,16.139,0.005,15.775,0.012,0.041116
15,34,28.44,+,24,3,49.4,SDSS J153428.43+240349.3,1698996,26401,0.101,(R1R2P),SAB,(l),Sab,2,0.5,(R1R2P)SAB(l)ab,15 34 28.44 +24 3 49.4,15 34 28.44 +24 3 49.4,233.61849999999995,24.06372222222222,J153428.43+240349.3,233.61848,24.063719,0.054,0.05,154.0,,3,,0000001010021110,2004.2914,2,0.10112,19.44,0.066,17.665,0.006,16.723,0.005,16.302,0.005,15.954,0.01,0.066843
15,34,32.41,+,21,17,53.3,2MASX J15343240+2117533,1647142,36479,0.050,(R),SB_a0^+^,,S0+,-1,1.0,(R)SB_a0^+,15 34 32.41 +21 17 53.3,15 34 32.41 +21 17 53.3,233.63504166666664,21.29813888888889,J153432.41+211753.3,233.635046,21.298139,0.052,0.05,161.0,,3,,0000001890020010,2004.3898,3,0.04993,17.607,0.024,15.735,0.003,14.866,0.002,14.436,0.002,14.099,0.005,0.014556
15,34,32.73,+,54,59,35.8,2MASX J15343269+5459358,2487001,36027,0.039,(R),SA,(r),Sbc,4,0.0,(R)SA(r)bc:,15 34 32.73 +54 59 35.8,15 34 32.73 +54 59 35.8,233.63637499999996,54.99327777777778,J153432.73+545935.7,233.636407,54.993274,0.038,0.038,135.0,,3,,0000000010021010,2001.2902,3,0.03861,16.963,0.015,15.622,0.003,14.997,0.003,14.635,0.003,14.329,0.006,0.067286
15,34,39.12,+,22,37,54.4,2MASX J15343912+2237543,3849260,41907,0.063,(R2P),SAB,(l),Sa,1,0.5,(R2P)SAB(l)a,15 34 39.12 +22 37 54.4,15 34 39.12 +22 37 54.4,233.66299999999998,22.631777777777778,J153439.12+223754.3,233.663,22.631766,0.05,0.048,158.0,,3,,0000001010020110,2004.4471,3,0.06262,18.545,0.039,16.792,0.005,15.901,0.004,15.507,0.004,15.158,0.008,0.04254
15,34,43.96,+,32,16,41.8,2MASX J15344394+3216414,1989393,95036,0.115,(R2P),SAB_a,(s),Sab,2,0.5,(R2P)SAB_a(s)ab:,15 34 43.96 +32 16 41.8,15 34 43.96 +32 16 41.8,233.68316666666664,32.278277777777774,J153443.95+321641.8,233.683154,32.278279,0.043,0.037,150.0,,3,,0000000010000110,2003.3248,3,0.11535,19.495,0.066,17.862,0.007,16.954,0.005,16.526,0.006,16.207,0.012,0.038461
15,34,48.65,+,21,37,35.8,2MASX J15344868+2137352,1653913,36898,0.050,(RP),SA,(l),Sa,1,0.0,(RP)SA(l)a,15 34 48.65 +21 37 35.8,15 34 48.65 +21 37 35.8,233.7027083333333,21.62661111111111,J153448.65+213735.7,233.702712,21.626606,0.054,0.048,157.0,,3,,0000001010020010,2004.3898,3,0.0501,18.348,0.037,16.322,0.004,15.4,0.003,14.955,0.003,14.641,0.006,0.022264
15,34,49.77,+,7,5,45.1,SDSS J153449.76+070545.1,---,92169,0.075,,SA,(rs),Sc,5,0.0,SA(rs)c:,15 34 49.77 +7 5 45.1,15 34 49.77 +7 5 45.1,233.70737499999998,7.095861111111111,J153449.76+070545.1,233.707345,7.095868,0.055,0.05,84.0,,3,,0000900010021110,2003.3218,3,0.07479,18.851,0.059,17.454,0.008,16.816,0.007,16.471,0.008,16.253,0.021,0.109967
15,34,54.38,+,23,44,31.8,SDSS J153454.38+234431.8,3849352,34884,0.090,(RP),SAB,(s:),Sab,2,0.5,(RP)SAB(s:)ab,15 34 54.38 +23 44 31.8,15 34 54.38 +23 44 31.8,233.7265833333333,23.742166666666666,J153454.38+234431.8,233.726593,23.742174,0.055,0.053,66.0,,3,,0000401010021010,2004.3675,3,0.09015,20.074,0.099,18.012,0.008,16.905,0.005,16.439,0.005,16.122,0.011,0.041485
15,35,6.08,+,35,20,34.4,MCG +06-34-017,55503,33426,0.032,,SA,(r),Sb,3,0.0,SA(r)b,15 35 6.08 +35 20 34.4,15 35 6.08 +35 20 34.4,233.77533333333332,35.34288888888889,J153506.08+352034.4,233.775338,35.342901,0.069,0.057,55.0,,3,,0000901090021010,2003.33,3,0.03196,17.392,0.019,15.766,0.003,15.033,0.003,14.657,0.003,14.36,0.006,0.045616
15,35,30.15,+,27,17,45.4,2MASX J15353018+2717449,3849558,3826,0.070,(R1P),S_AB_a,(irpl),S0/a,0,0.25,(R1P)S_AB_a(irpl)0/a,15 35 30.15 +27 17 45.4,15 35 30.15 +27 17 45.4,233.87562499999996,27.295944444444444,J153530.15+271745.3,233.875646,27.295935,0.053,0.049,154.0,,3,,0000000010021010,2003.4804,3,0.07042,18.209,0.023,16.76,0.004,16.037,0.003,15.607,0.004,15.345,0.007,0.075566
15,35,34.92,+,65,36,3.1,2MASX J15353485+6536032,2678946,47896,---,(R2P),SAB,(rl),Sb,3,0.5,(R2P)SAB(rl)b,15 35 34.92 +65 36 3.1,15 35 34.92 +65 36 3.1,233.8955,65.6008611111111,J153534.92+653603.0,233.895533,65.600838,0.031,0.029,45.0,,3,,0000001090020210,2004.4552,3,,18.257,0.031,16.467,0.004,15.672,0.003,15.276,0.003,14.973,0.006,0.096827
15,36,5.78,+,18,20,55.5,2MASX J15360573+1820555,1557114,40119,0.080,,SAB,(rs),Sb,3,0.5,SAB(rs)b:,15 36 5.78 +18 20 55.5,15 36 5.78 +18 20 55.5,234.0240833333333,18.34875,J153605.77+182055.5,234.024079,18.348757,0.049,0.046,161.0,,3,,0000001010000010,2004.4469,3,0.07981,19.084,0.069,17.471,0.006,16.671,0.005,16.268,0.005,15.955,0.013,0.029172
15,36,19.3,+,49,34,28.3,2MASX J15361929+4934279,55571,71259,0.038,(R1R2P),SAB_a,(l),Sa,1,0.5,(R1R2P)SAB_a(l)a,15 36 19.3 +49 34 28.3,15 36 19.3 +49 34 28.3,234.08041666666662,49.57452777777778,J153619.30+493428.3,234.080423,49.574537,0.043,0.041,45.0,,3,,0000000010021010,2002.4373,3,0.03795,17.437,0.017,15.628,0.003,14.807,0.002,14.43,0.003,14.141,0.004,0.036582
15,36,27.77,+,22,30,1.8,UGC 09927,55578,41910,0.014,(R_L),SB,"(rs,bl)",S0+,-1,1.0,"(R_L)SB(rs,bl)0^+^",15 36 27.77 +22 30 1.8,15 36 27.77 +22 30 1.8,234.1157083333333,22.5005,J153627.76+223001.7,234.115706,22.500482,0.048,0.047,68.0,,3,,0000001010021010,2004.4471,3,0.0144,16.17,0.01,14.333,0.002,13.509,0.002,13.093,0.002,12.778,0.003,0.065408
15,36,32.53,+,25,8,16.6,CGCG 136-029,55590,28606,0.034,(RPL),SA,(r),S0/a,0,0.0,(RPL)SA(r)0/a,15 36 32.53 +25 8 16.6,15 36 32.53 +25 8 16.6,234.13554166666663,25.137944444444443,J153632.52+250816.5,234.135512,25.137939,0.055,0.054,90.0,,3,,0000001010020010,2004.2914,2,0.03449,17.261,0.014,15.339,0.003,14.474,0.002,14.045,0.002,13.732,0.003,0.098306
15,36,35.28,+,34,49,58.4,2MASX J15363528+3449586,2055262,87527,0.093,(R1),SA_B,(l),S0+,-1,0.75,(R1)SA_B(l)0^+^,15 36 35.28 +34 49 58.4,15 36 35.28 +34 49 58.4,234.14699999999996,34.832888888888895,J153635.27+344958.3,234.146985,34.83288,0.064,0.056,56.0,,3,,0000000090021310,2003.1935,3,0.09284,19.162,0.057,17.341,0.006,16.385,0.004,15.978,0.004,15.625,0.008,0.054497
15,36,41.84,+,9,26,42.5,2MASX J15364182+0926422,3849947,177,0.098,(RP),SA,(rl),S0/a,0,0.0,(RP)SA(rl)0/a,15 36 41.84 +9 26 42.5,15 36 41.84 +9 26 42.5,234.1743333333333,9.44513888888889,J153641.84+092642.5,234.174341,9.445153,0.056,0.056,0.0,,3,,0000000010020110,2003.4722,3,0.09856,19.159,0.075,17.065,0.006,16.104,0.004,15.665,0.004,15.257,0.008,0.057568
15,36,44.34,+,57,10,9.7,2MASX J15364435+5710093,2558991,32440,0.067,(R1),SAB,(irpl),S0+,-1,0.5,(R1)SAB(irpl)0^+^,15 36 44.34 +57 10 9.7,15 36 44.34 +57 10 9.7,234.18474999999998,57.16936111111111,J153644.33+571009.7,234.184708,57.169361,0.056,0.036,45.0,,3,,0000000010020000,2001.2246,2,0.06662,18.45,0.042,17.15,0.007,16.479,0.006,16.122,0.006,15.856,0.015,0.081744
15,36,53.29,+,53,6,54.5,2MASX J15365330+5306542,3364185,90717,0.109,(R1P),S_AB,(s:),Sa,1,0.25,(R1P)S_AB(s:)a:,15 36 53.29 +53 6 54.5,15 36 53.29 +53 6 54.5,234.22204166666663,53.11513888888889,J153653.29+530654.5,234.222068,53.115159,0.04,0.031,48.0,,3,,0000901010020110,2000.261,2,0.10913,19.594,0.068,17.742,0.008,16.792,0.005,16.363,0.005,16.038,0.011,0.092277
15,38,32.34,+,6,42,34.5,2MASX J15383234+0642343,3850580,91728,0.037,(RR),SA_B,,S0+,-1,0.75,(RR)SA_B0^+^,15 38 32.34 +6 42 34.5,15 38 32.34 +6 42 34.5,234.63474999999997,6.709583333333334,J153832.34+064234.4,234.63476,6.70958,0.05,0.049,0.0,,3,,0000000010021110,2003.3218,3,0.03734,18.192,0.025,16.294,0.003,15.433,0.003,15.013,0.003,14.666,0.005,0.037449
15,38,38.5,+,36,57,30.1,CGCG 194-013,55672,54624,0.019,(R),SA,(r),S0+,-1,0.0,(R)SA(r)0^+^,15 38 38.5 +36 57 30.1,15 38 38.5 +36 57 30.1,234.66041666666663,36.95836111111112,J153838.50+365730.1,234.660426,36.958365,0.061,0.055,55.0,,3,,0000900090021010,2002.1067,3,0.01864,16.01,0.007,14.532,0.002,13.741,0.002,13.363,0.002,13.074,0.003,0.029968
15,38,46.23,+,3,7,20.9,2MASX J15384621+0307211,1245630,31155,0.064,(R1R2P),SA,(rl),Sb,3,0.0,(R1R2P)SA(rl)b,15 38 46.23 +3 7 20.9,15 38 46.23 +3 7 20.9,234.69262499999996,3.122472222222222,J153846.23+030720.9,234.692627,3.122482,0.043,0.039,177.0,,3,,0001000014020148,2001.2141,2,0.0637,25.03,2.984,17.114,0.006,16.219,0.004,15.788,0.004,15.441,0.008,0.035689
15,39,21.3,+,12,19,55.4,2MASX J15392130+1219555,3850851,78395,---,(R1),S_AB,(rl),S0/a,0,0.25,(R1)S_AB(rl)0/a,15 39 21.3 +12 19 55.4,15 39 21.3 +12 19 55.4,234.83874999999998,12.332055555555556,J153921.30+121955.4,234.838761,12.332066,0.07,0.062,165.0,,3,,0000001010021010,2005.3616,3,,17.871,0.02,16.419,0.004,15.649,0.003,15.199,0.003,14.883,0.006,0.054326
15,39,24.14,+,48,8,37.4,2MASX J15392411+4808370,2311329,70516,0.070,(R1P),SA_B_a,(irpl),Sab,2,0.75,(R1P)SA_B_a(irpl)ab,15 39 24.14 +48 8 37.4,15 39 24.14 +48 8 37.4,234.8505833333333,48.14372222222222,J153924.13+480837.4,234.85057,48.143731,0.046,0.042,45.0,,3,,0000000010021010,2002.4373,3,0.07053,17.677,0.024,15.846,0.003,15.004,0.003,14.596,0.003,14.285,0.005,0.045051
15,39,27.66,+,15,0,36.6,2MASX J15392764+1500365,1472878,68194,0.051,(RP),SA_B,(rs),Sab,2,0.75,(RP)SA_B(rs)ab:,15 39 27.66 +15 0 36.6,15 39 27.66 +15 0 36.6,234.86524999999997,15.010166666666667,J153927.65+150036.6,234.865233,15.010175,0.068,0.064,163.0,,3,,0000001014020048,2005.1949,3,0.05089,18.494,0.039,16.747,0.006,16.014,0.006,15.634,0.007,15.365,0.012,0.066444
15,39,50.79,+,19,40,53.3,2MASX J15395081+1940530,1601629,37654,0.093,(R1P),SB,(rs:),Sab,2,1.0,(R1P)SB(rs:)ab:,15 39 50.79 +19 40 53.3,15 39 50.79 +19 40 53.3,234.96162499999997,19.681472222222222,J153950.78+194053.2,234.961621,19.681462,0.055,0.049,69.0,,3,,00000010100A0010,2004.3925,3,0.09365,18.721,0.068,16.979,0.006,16.08,0.004,15.648,0.004,15.346,0.011,0.038997
15,40,5.73,+,1,56,1.1,UGC 09960,55748,16095,0.035,(R),SA,(_rs),Sb,3,0.0,(R)SA(_rs)b spw,15 40 5.73 +1 56 1.1,15 40 5.73 +1 56 1.1,235.02387499999995,1.933638888888889,J154005.72+015601.0,235.02386,1.933633,0.042,0.039,0.0,,3,,0000000090021010,2000.3406,3,0.03536,17.135,0.019,15.14,0.003,14.201,0.002,13.727,0.002,13.358,0.004,0.058098
15,40,13.07,+,25,10,44.2,2MASX J15401310+2510437,3851138,29149,0.089,(R1P),S_AB,(l),Sa,1,0.25,(R1P)S_AB(l)a:,15 40 13.07 +25 10 44.2,15 40 13.07 +25 10 44.2,235.0544583333333,25.178944444444447,J154013.07+251044.1,235.054472,25.178934,0.048,0.045,147.0,,3,,0000001010020010,2004.2914,2,0.08964,19.597,0.065,17.586,0.006,16.603,0.004,16.14,0.004,15.792,0.009,0.058253
15,40,17.23,+,41,58,46.0,2MASX J15401719+4158461,2190236,65971,0.088,(R2P),SAB,(s),Sb,3,0.5,(R2P)SAB(s)b: pec,15 40 17.23 +41 58 46.0,15 40 17.23 +41 58 46.0,235.07179166666663,41.97944444444445,J154017.23+415845.9,235.071814,41.979443,0.069,0.064,141.0,,3,,0000000010021010,2002.3496,3,0.0878,18.36,0.032,16.913,0.005,16.134,0.004,15.659,0.004,15.377,0.009,0.060169
15,40,17.55,+,12,19,59.1,2MASX J15401754+1219592,3851166,76876,0.112,(RP),SAB,,Sa,1,0.5,(RP)SABa:,15 40 17.55 +12 19 59.1,15 40 17.55 +12 19 59.1,235.07312499999998,12.333083333333333,J154017.54+121959.0,235.073111,12.333069,0.056,0.055,165.0,,3,,0000001010021100,2005.3586,3,0.1124,19.63,0.094,17.484,0.007,16.484,0.005,16.066,0.005,15.707,0.01,0.07127
15,40,22.35,+,7,16,59.6,UGC 09964,55759,88731,0.038,(R1P),SB,"(r,bl)",Sab,2,1.0,"(R1P)SB(r,bl)ab",15 40 22.35 +7 16 59.6,15 40 22.35 +7 16 59.6,235.09312499999996,7.283222222222222,J154022.35+071659.6,235.093129,7.283228,0.044,0.044,0.0,,3,,0000000090021010,2003.3139,3,0.03812,17.038,0.018,15.036,0.002,14.166,0.002,13.749,0.002,13.408,0.003,0.02519
15,40,33.45,+,17,7,40.7,NGC 5977,55769,78798,0.027,"(RL,R)",SB,"(rs,bl)",S0/a,0,1.0,"(RL,R)SB(rs,bl)0/a",15 40 33.45 +17 7 40.7,15 40 33.45 +17 7 40.7,235.13937499999994,17.127972222222223,J154033.45+170740.6,235.139383,17.127968,0.067,0.059,70.0,,3,,0000001010020010,2005.3618,3,0.02699,16.758,0.013,14.846,0.002,13.997,0.002,13.596,0.002,13.282,0.003,0.031755
15,40,59.43,+,55,49,19.1,2MASX J15405943+5549190,2515505,12203,0.081,(RP),SA,(l),Sa,1,0.0,(RP)SA(l)a,15 40 59.43 +55 49 19.1,15 40 59.43 +55 49 19.1,235.24762499999994,55.82197222222223,J154059.43+554919.1,235.247664,55.821988,0.037,0.035,45.0,,3,,0000000010020110,2000.3212,2,0.08138,19.025,0.037,17.074,0.005,16.116,0.004,15.685,0.004,15.349,0.007,0.097126
15,41,10.53,+,21,45,41.8,2MASX J15411054+2145418,94269,34609,0.041,,SA,(rs),S0/a,0,0.0,SA(rs)0/a,15 41 10.53 +21 45 41.8,15 41 10.53 +21 45 41.8,235.29387499999996,21.76161111111111,J154110.52+214541.6,235.293871,21.761581,0.048,0.046,158.0,,3,,00002010100A1014,2004.3676,3,0.0409,18.041,0.027,16.379,0.004,15.612,0.003,15.212,0.003,14.934,0.007,0.109452
15,41,13.85,+,5,51,30.9,2MASX J15411386+0551311,1290344,30217,0.068,(R1),SAB_a,(rl),S0+,-1,0.5,(R1)SAB_a(rl)0^+^,15 41 13.85 +5 51 30.9,15 41 13.85 +5 51 30.9,235.3077083333333,5.858583333333333,J154113.85+055130.8,235.307716,5.858563,0.051,0.047,83.0,,3,,0000001010020110,2003.319,3,0.0685,19.066,0.083,17.144,0.006,16.238,0.005,15.82,0.004,15.484,0.01,0.078227
15,41,30.03,+,30,38,42.8,2MASX J15413001+3038427,1911988,95742,0.099,(R1P),SAB_a,(l),Sb,3,0.5,(R1P)SAB_a(l)b:,15 41 30.03 +30 38 42.8,15 41 30.03 +30 38 42.8,235.37512499999997,30.645222222222223,J154130.02+303842.7,235.375121,30.64521,0.038,0.034,64.0,,3,,0000000010020010,2003.3303,3,0.09943,18.496,0.027,17.144,0.005,16.451,0.004,16.043,0.004,15.762,0.009,0.045518
15,41,45.97,+,48,32,53.9,MCG +08-29-001,55806,72185,0.064,,SA_B,"(r,bl)",S0+,-1,0.75,"SA_B(r,bl)0^+^",15 41 45.97 +48 32 53.9,15 41 45.97 +48 32 53.9,235.44154166666664,48.54830555555555,J154145.96+483253.9,235.441512,48.548307,0.06,0.055,50.0,,3,,0000000090021010,2002.4376,3,,17.222,0.027,15.597,0.004,14.785,0.003,14.365,0.003,14.076,0.006,0.07062
15,41,50.74,+,26,58,26.3,2MASX J15415071+2658266,1794062,20386,0.082,(R2P),SB,(s),Sb,3,1.0,(R2P)SB(s)b,15 41 50.74 +26 58 26.3,15 41 50.74 +26 58 26.3,235.46141666666662,26.97397222222222,J154150.73+265826.3,235.461391,26.973994,0.061,0.053,150.0,,3,,0000901010020110,2004.2094,2,0.08209,19.083,0.038,17.546,0.006,16.714,0.004,16.265,0.005,15.964,0.009,0.113806
15,41,55.63,+,27,7,55.5,2MASX J15415563+2707557,3851698,1585,0.068,,SAB,(rl),S0+,-1,0.5,SAB(rl)0^+^:,15 41 55.63 +27 7 55.5,15 41 55.63 +27 7 55.5,235.48179166666665,27.132083333333334,J154155.62+270755.4,235.481785,27.132059,0.055,0.04,151.0,,3,,0000000010021110,2003.475,3,0.06857,18.258,0.029,16.715,0.005,15.893,0.004,15.457,0.004,15.132,0.008,0.090198
15,42,10.0,+,4,25,35.8,2MASX J15421001+0425356,3851760,41574,0.083,(R1),S_AB_a,(l),Sa,1,0.25,(R1)S_AB_a(l)a:,15 42 10.0 +4 25 35.8,15 42 10.0 +4 25 35.8,235.54166666666663,4.426611111111112,J154209.99+042535.6,235.541661,4.426582,0.059,0.055,82.0,,3,,0000000010000300,2001.4572,2,0.08302,19.988,0.082,17.95,0.009,16.997,0.005,16.552,0.006,16.2,0.013,0.106814
15,42,19.65,+,23,48,27.5,IC 4575,55828,24752,0.023,(R1R2P),SB,"(r,bl)",Sa,1,1.0,"(R1R2P)SB(r,bl)a",15 42 19.65 +23 48 27.5,15 42 19.65 +23 48 27.5,235.58187499999997,23.80763888888889,J154219.64+234827.5,235.581854,23.807645,0.055,0.049,157.0,,3,,0000001010021010,2004.2884,3,0.0229,17.071,0.016,15.19,0.002,14.369,0.002,13.971,0.002,13.635,0.003,0.072212
