,JID,RAdeg,DEdeg,z,TType,Bar,Ring,FRing,RC3
3838,J080033.15+395024.05,120.139,39.841,0.029,99.0,0.0,0.0,0.0,.I?....
3839,J080040.82+395213.79,120.171,39.871,0.014,0.0,0.0,0.0,0.0,999999
3840,J080234.77+402516.61,120.645,40.422,0.043,2.0,2.0,0.0,0.0,999999
3841,J080249.15+402726.56,120.705,40.458,0.043,-5.0,0.0,0.0,0.0,999999
3842,J080300.52+402459.19,120.753,40.417,0.041,-3.0,0.0,0.0,0.0,999999
3843,J081023.27+421625.87,122.597,42.274,0.064,-5.0,0.0,0.0,0.0,999999
3844,J081430.02+430836.36,123.626,43.144,0.023,-5.0,0.0,0.0,0.0,999999
3845,J082002.53+441550.56,125.011,44.265,0.024,1.0,2.0,0.0,0.0,999999
3846,J083128.81+463729.10,127.871,46.625,0.049,1.0,0.0,0.0,0.0,999999
3848,J075331.68+384359.87,118.382,38.734,0.041,-5.0,0.0,0.0,0.0,999999
3849,J075423.69+384013.99,118.599,38.671,0.02,6.0,0.0,0.0,0.0,.I..9..
3852,J075816.59+395000.30,119.57,39.834,0.013,7.0,0.0,0.0,0.0,.S..6*.
3856,J082256.68+452909.39,125.737,45.486,0.047,-5.0,0.0,0.0,0.0,999999
3858,J111831.02+630505.76,169.63,63.085,0.058,-5.0,0.0,0.0,0.0,999999
3859,J111935.88+630006.51,169.9,63.002,0.059,4.0,0.0,0.0,0.0,999999
3860,J112738.07+631847.26,171.909,63.314,0.013,6.0,0.0,0.0,0.0,999999
3861,J113547.97+632933.17,173.95,63.493,0.033,1.0,0.0,0.0,0.0,999999
3862,J115326.46+633619.27,178.361,63.606,0.046,0.0,0.0,0.0,0.0,999999
3863,J115557.83+633936.91,178.992,63.661,0.021,-2.0,0.0,0.0,0.0,999999
3865,J133206.90+624202.55,203.029,62.701,0.01,-2.0,0.0,0.0,0.0,.E.0.P.
3866,J133210.39+624603.99,203.044,62.768,0.01,5.0,4.0,0.0,0.0,.SBS3P
3867,J133442.50+623428.21,203.678,62.575,0.077,4.0,8.0,0.0,0.0,999999
3869,J111438.35+632154.61,168.66,63.366,0.033,3.0,0.0,0.0,0.0,999999
3870,J112055.19+632416.63,170.231,63.405,0.012,6.0,0.0,0.0,0.0,999999
3871,J121850.04+642110.40,184.709,64.353,0.031,2.0,0.0,0.0,0.0,999999
3872,J125526.92+640054.00,193.863,64.015,0.04,3.0,0.0,0.0,0.0,999999
3873,J111002.24+633831.40,167.51,63.642,0.033,-2.0,0.0,0.0,0.0,999999
3874,J111028.21+633302.26,167.618,63.551,0.034,-3.0,0.0,0.0,0.0,999999
3876,J111619.99+634819.57,169.084,63.806,0.034,5.0,4.0,0.0,0.0,999999
3877,J114537.17+643041.52,176.405,64.512,0.064,-3.0,0.0,0.0,0.0,999999
3878,J114537.43+643045.37,176.407,64.513,0.064,-3.0,0.0,0.0,0.0,999999
3879,J115540.98+643000.56,178.921,64.501,0.042,1.0,0.0,0.0,0.0,999999
3880,J123153.77+643909.71,187.975,64.653,0.08,-5.0,0.0,0.0,0.0,999999
3881,J124235.22+643551.66,190.647,64.598,0.043,-2.0,0.0,0.0,0.0,999999
3882,J112425.57+642118.89,171.107,64.356,0.07,3.0,4.0,0.0,0.0,999999
3883,J113715.48+644446.50,174.315,64.747,0.064,3.0,4.0,0.0,0.0,999999
3884,J120400.21+650549.93,181.001,65.098,0.04,-5.0,0.0,0.0,0.0,999999
3885,J112017.04+644600.11,170.071,64.767,0.058,99.0,0.0,0.0,0.0,999999
3886,J112557.87+645636.84,171.492,64.944,0.065,3.0,0.0,0.0,0.0,999999
3887,J112652.68+645038.99,171.72,64.845,0.038,5.0,4.0,0.0,0.0,999999
3888,J114201.77+651153.71,175.508,65.199,0.043,-5.0,0.0,0.0,0.0,999999
3889,J114651.67+652154.09,176.716,65.365,0.046,4.0,0.0,0.0,0.0,999999
3890,J115237.20+652633.30,178.156,65.443,0.021,0.0,0.0,0.0,0.0,999999
3891,J130320.71+650813.24,195.837,65.137,0.066,3.0,0.0,0.0,0.0,999999
3892,J110304.21+644627.51,165.768,64.775,0.037,-5.0,0.0,0.0,0.0,999999
3894,J114458.13+654248.78,176.243,65.714,0.03,5.0,0.0,0.0,0.0,999999
3895,J114652.78+654328.25,176.72,65.725,0.046,4.0,0.0,0.0,0.0,999999
3896,J114705.71+654715.88,176.774,65.788,0.046,-2.0,0.0,0.0,0.0,999999
3897,J114847.52+654145.23,177.199,65.696,0.063,-3.0,0.0,0.0,0.0,999999
3899,J123056.05+654957.15,187.734,65.833,0.064,-3.0,0.0,0.0,0.0,999999
3900,J125518.74+654424.92,193.829,65.741,0.065,3.0,0.0,0.0,0.0,999999
3901,J105017.26+033045.52,162.572,3.513,0.023,8.0,0.0,0.0,0.0,999999
3902,J110116.61+033346.49,165.32,3.563,0.04,5.0,0.0,0.0,0.0,999999
3903,J110202.51+033448.94,165.511,3.581,0.053,1.0,0.0,0.0,0.0,999999
3904,J110529.83+033935.89,166.375,3.66,0.026,0.0,0.0,0.0,0.0,999999
3905,J084430.70+021741.69,131.128,2.295,0.051,-3.0,0.0,0.0,0.0,999999
3906,J091853.45+024739.36,139.723,2.795,0.026,5.0,4.0,0.0,0.0,999999
3907,J093256.42+025621.52,143.236,2.94,0.028,1.0,0.0,0.0,0.0,999999
3908,J093445.77+030547.05,143.691,3.097,0.024,0.0,0.0,0.0,0.0,999999
3909,J093606.98+030042.05,144.03,3.012,0.019,7.0,0.0,0.0,0.0,999999
3910,J093716.29+030524.42,144.318,3.091,0.073,-5.0,0.0,0.0,0.0,999999
3911,J093934.52+030930.31,144.894,3.159,0.047,1.0,0.0,0.0,0.0,999999
3912,J094157.81+030756.91,145.491,3.133,0.047,4.0,72.0,0.0,0.0,999999
3913,J094558.81+030842.69,146.496,3.146,0.02,5.0,0.0,0.0,0.0,999999
3915,J095546.30+032417.20,148.943,3.405,0.018,7.0,0.0,0.0,0.0,999999
3916,J095658.73+032122.53,149.245,3.357,0.022,5.0,0.0,0.0,0.0,999999
3917,J100307.70+032101.26,150.783,3.351,0.059,-3.0,0.0,0.0,0.0,999999
3918,J101611.95+033902.02,154.05,3.651,0.032,4.0,0.0,0.0,0.0,999999
3919,J101628.35+033502.69,154.119,3.585,0.049,-3.0,0.0,0.0,0.0,999999
3920,J102841.90+034039.82,157.175,3.678,0.029,5.0,0.0,0.0,0.0,.S..4..
3921,J103139.28+034722.89,157.914,3.79,0.074,-3.0,0.0,0.0,0.0,999999
3922,J103446.21+034413.19,158.693,3.738,0.086,-5.0,0.0,0.0,0.0,999999
3923,J105200.23+035009.80,163.001,3.837,0.012,8.0,0.0,0.0,0.0,999999
3926,J110037.12+040355.07,165.155,4.066,0.013,10.0,0.0,0.0,0.0,999999
3927,J110232.50+040341.33,165.636,4.062,0.023,3.0,0.0,0.0,0.0,999999
3928,J111034.06+040415.68,167.642,4.072,0.029,4.0,0.0,0.0,0.0,.SXR0*.
3930,J111055.91+040230.70,167.733,4.042,0.054,-3.0,0.0,0.0,0.0,999999
3931,J111109.32+035626.69,167.789,3.941,0.053,0.0,0.0,0.0,0.0,.L.....
3932,J084034.41+023640.77,130.144,2.612,0.05,-5.0,0.0,0.0,0.0,999999
3933,J084351.08+024249.87,130.963,2.714,0.026,1.0,0.0,0.0,0.0,999999
3935,J084731.46+024124.89,131.882,2.691,0.029,5.0,0.0,0.0,0.0,999999
3937,J085830.48+025531.74,134.628,2.926,0.014,-2.0,0.0,0.0,0.0,999999
3938,J090554.54+030442.42,136.478,3.079,0.072,-2.0,0.0,0.0,0.0,999999
3939,J091051.32+025837.52,137.714,2.978,0.027,2.0,16.0,0.0,0.0,999999
3940,J092115.42+030904.11,140.315,3.152,0.012,3.0,0.0,0.0,0.0,.S..3..
3941,J092812.19+032430.13,142.051,3.409,0.012,-2.0,0.0,0.0,0.0,999999
3942,J093757.50+032746.55,144.49,3.463,0.023,3.0,0.0,0.0,0.0,999999
3943,J095615.44+034615.10,149.065,3.771,0.054,2.0,4.0,0.0,0.0,999999
3944,J095658.66+034640.60,149.245,3.778,0.035,-5.0,0.0,0.0,0.0,999999
3949,J103019.36+041010.54,157.581,4.17,0.067,3.0,72.0,0.0,0.0,999999
3953,J105532.48+042712.34,163.886,4.454,0.054,-3.0,0.0,0.0,0.0,999999
3954,J105535.90+042239.17,163.9,4.378,0.023,-3.0,0.0,0.0,0.0,999999
3955,J110131.96+042238.43,165.384,4.378,0.023,1.0,0.0,0.0,0.0,999999
3956,J110602.35+042545.74,166.51,4.43,0.022,4.0,4.0,0.0,0.0,.SXT5..
3957,J110610.91+042009.93,166.546,4.337,0.022,-5.0,0.0,0.0,0.0,.LA.-..
3958,J111008.56+043158.50,167.536,4.533,0.03,1.0,0.0,0.0,0.0,999999
3960,J085133.75+030602.49,132.891,3.101,0.029,-5.0,0.0,0.0,0.0,999999
3962,J090229.38+032305.96,135.623,3.385,0.028,1.0,0.0,0.0,0.0,999999
3965,J090530.12+032822.80,136.376,3.474,0.029,0.0,0.0,0.0,0.0,999999
3966,J090736.64+032334.46,136.903,3.393,0.013,1.0,0.0,0.0,0.0,.L.....
3967,J090824.27+032203.26,137.102,3.368,0.013,99.0,0.0,0.0,0.0,999999
3968,J090851.01+032653.99,137.213,3.449,0.013,6.0,4.0,0.0,0.0,999999
3969,J093058.74+034827.76,142.745,3.808,0.089,-5.0,0.0,0.0,0.0,999999
3970,J094926.66+040011.40,147.362,4.004,0.025,-2.0,0.0,0.0,0.0,999999
3972,J101953.20+042349.21,154.972,4.398,0.063,-2.0,0.0,0.0,0.0,999999
3973,J102733.57+042800.36,156.89,4.467,0.024,4.0,0.0,0.0,0.0,999999
3974,J103904.69+043850.92,159.77,4.648,0.069,-5.0,0.0,0.0,0.0,999999
3975,J103947.85+043449.95,159.95,4.581,0.073,-5.0,0.0,0.0,0.0,999999
3976,J104402.21+043946.87,161.01,4.664,0.027,4.0,0.0,0.0,0.0,999999
3977,J104832.28+044838.14,162.135,4.811,0.034,1.0,0.0,0.0,0.0,999999
3978,J104928.38+044757.77,162.369,4.8,0.027,5.0,0.0,0.0,0.0,.S..4..
3980,J105514.64+044923.57,163.812,4.824,0.026,99.0,0.0,0.0,0.0,999999
3981,J110416.55+045209.72,166.07,4.87,0.026,2.0,0.0,0.0,0.0,999999
3982,J110426.39+045003.56,166.111,4.835,0.026,99.0,0.0,0.0,0.0,999999
3983,J110833.91+044954.82,167.142,4.832,0.024,0.0,0.0,0.0,0.0,.SAS1P*
3984,J110904.54+044633.43,167.269,4.776,0.023,6.0,4.0,0.0,0.0,999999
3985,J111012.85+044703.70,167.554,4.785,0.031,-2.0,0.0,0.0,0.0,999999
3986,J111044.84+045047.23,167.687,4.847,0.02,4.0,0.0,0.0,0.0,.SB.1?/
3987,J111023.17+044722.95,167.597,4.79,0.032,4.0,4.0,0.0,0.0,999999
3990,J084619.53+033553.91,131.582,3.599,0.077,-2.0,0.0,0.0,0.0,999999
3991,J085805.29+034523.26,134.523,3.757,0.027,0.0,8.0,0.0,0.0,999999
3992,J090128.61+034314.08,135.37,3.721,0.013,0.0,0.0,0.0,0.0,.L...?.
3993,J090505.29+035105.68,136.273,3.852,0.071,4.0,0.0,0.0,0.0,999999
3994,J092221.49+040340.21,140.59,4.062,0.018,5.0,4.0,0.0,0.0,999999
3995,J093015.18+040839.14,142.564,4.145,0.018,6.0,4.0,0.0,0.0,.SB.6*.
3996,J094221.71+042116.14,145.591,4.355,0.028,0.0,72.0,0.0,0.0,999999
3997,J094426.96+042956.89,146.113,4.5,0.047,-2.0,0.0,0.0,0.0,999999
3998,J094603.54+042412.39,146.515,4.404,0.017,-5.0,0.0,0.0,0.0,.L...*.
3999,J100045.20+044403.59,150.189,4.735,0.014,-5.0,0.0,0.0,0.0,.L.....
4000,J100103.37+043709.40,150.265,4.62,0.014,-2.0,0.0,0.0,0.0,999999
4001,J101620.49+044919.22,154.086,4.823,0.046,4.0,0.0,0.0,0.0,.S..5..
4002,J101917.58+044547.03,154.824,4.764,0.047,4.0,0.0,0.0,0.0,999999
4003,J102849.95+045737.96,157.209,4.961,0.023,0.0,4.0,0.0,0.0,999999
4004,J103004.78+050251.08,157.52,5.048,0.036,5.0,0.0,0.0,0.0,999999
4005,J103931.85+050627.37,159.883,5.108,0.028,2.0,0.0,0.0,0.0,.S..1..
4006,J103920.00+050811.30,159.834,5.137,0.069,-3.0,0.0,0.0,0.0,999999
4007,J104147.59+045918.17,160.449,4.989,0.027,-3.0,0.0,0.0,0.0,999999
4008,J105914.64+051731.30,164.811,5.293,0.036,-5.0,0.0,0.0,0.0,.LA.+P?
4009,J110736.99+051535.89,166.905,5.26,0.023,5.0,0.0,0.0,0.0,999999
4010,J110854.14+052259.98,167.226,5.384,0.021,99.0,0.0,0.0,0.0,999999
4011,J110939.95+052100.72,167.417,5.351,0.021,-5.0,0.0,0.0,0.0,999999
4012,J111001.67+051813.59,167.507,5.304,0.029,4.0,0.0,0.0,0.0,.SXS4..
4013,J111011.71+051433.49,167.549,5.243,0.077,-2.0,0.0,0.0,0.0,999999
4015,J100453.90+050345.49,151.225,5.063,0.014,-5.0,0.0,0.0,0.0,.E...*.
4016,J100946.27+051022.55,152.443,5.173,0.014,6.0,0.0,0.0,0.0,999999
4017,J101037.19+050902.24,152.655,5.151,0.014,7.0,0.0,0.0,0.0,999999
4018,J101508.34+051436.07,153.785,5.244,0.015,7.0,0.0,0.0,0.0,999999
4019,J103916.17+052913.70,159.818,5.488,0.029,0.0,0.0,0.0,0.0,999999
4022,J110141.96+054428.96,165.425,5.742,0.053,-3.0,0.0,0.0,0.0,999999
4023,J110541.07+054223.46,166.422,5.707,0.051,-5.0,0.0,0.0,0.0,999999
4024,J094315.44+025658.71,145.815,2.95,0.073,-5.0,0.0,0.0,0.0,999999
4025,J094621.07+030416.95,146.588,3.072,0.02,5.0,0.0,0.0,0.0,.SAS6P
4026,J094620.34+030244.15,146.585,3.046,0.021,5.0,4.0,0.0,0.0,.SBR2*P
4028,J095521.08+030957.22,148.838,3.166,0.052,5.0,0.0,0.0,0.0,999999
4029,J100057.25+030830.54,150.239,3.142,0.03,3.0,0.0,0.0,0.0,999999
4030,J101101.28+031329.73,152.756,3.225,0.045,0.0,0.0,0.0,0.0,999999
4031,J101200.82+032111.06,153.004,3.354,0.046,-5.0,0.0,0.0,0.0,999999
4032,J101817.86+032055.73,154.575,3.349,0.033,4.0,0.0,0.0,0.0,999999
4033,J103439.14+033534.23,158.664,3.593,0.075,-2.0,0.0,0.0,0.0,999999
4034,J103521.00+033330.17,158.838,3.559,0.022,5.0,0.0,0.0,0.0,999999
4035,J104507.63+034028.58,161.282,3.675,0.019,99.0,0.0,0.0,0.0,999999
4036,J105135.06+033952.72,162.897,3.665,0.042,-5.0,0.0,0.0,0.0,999999
4038,J105149.13+034645.88,162.955,3.78,0.069,-3.0,0.0,0.0,0.0,999999
4039,J105821.38+033925.90,164.59,3.658,0.057,-5.0,0.0,0.0,0.0,999999
4040,J110314.59+034329.16,165.811,3.725,0.022,3.0,0.0,0.0,0.0,999999
4041,J110431.38+034307.91,166.131,3.719,0.032,4.0,0.0,0.0,0.0,999999
4042,J110728.74+034808.43,166.87,3.803,0.061,3.0,8.0,0.0,0.0,PSB.1..
4043,J111038.86+034519.58,167.662,3.756,0.026,-3.0,0.0,0.0,0.0,.L.....
4044,J111105.61+034457.57,167.774,3.75,0.04,-5.0,0.0,0.0,0.0,.E...?.
4045,J111221.73+034540.30,168.091,3.762,0.023,5.0,0.0,0.0,0.0,.SXS3..
4046,J111557.04+035050.12,168.988,3.848,0.063,2.0,0.0,0.0,0.0,999999
4047,J111812.31+034813.78,169.552,3.804,0.024,5.0,0.0,0.0,0.0,999999
4048,J111914.85+035751.32,169.812,3.965,0.04,3.0,4.0,0.0,0.0,999999
4049,J114754.79+040057.61,176.979,4.017,0.04,-5.0,0.0,0.0,0.0,.E.....
4051,J084640.52+022428.87,131.669,2.409,0.014,99.0,0.0,0.0,0.0,999999
4052,J084643.96+023214.72,131.684,2.538,0.029,-3.0,0.0,0.0,0.0,999999
4053,J084654.29+023336.23,131.727,2.561,0.029,-2.0,0.0,0.0,0.0,999999
4054,J084654.05+023005.28,131.726,2.502,0.029,1.0,0.0,0.0,0.0,999999
4055,J085552.32+023127.52,133.968,2.525,0.013,5.0,4.0,0.0,0.0,.SBS7*.
4056,J091203.67+025233.00,138.016,2.876,0.026,4.0,2.0,0.0,0.0,999999
4057,J092234.14+030501.32,140.643,3.084,0.013,99.0,0.0,0.0,0.0,999999
4058,J092255.01+030924.94,140.73,3.157,0.013,2.0,4.0,0.0,0.0,.S..0..
4059,J092617.26+030805.55,141.572,3.135,0.014,5.0,0.0,0.0,0.0,.S..4..
4060,J093551.85+030943.75,143.967,3.163,0.06,-3.0,0.0,0.0,0.0,999999
4061,J094307.68+032548.16,145.783,3.431,0.025,-5.0,0.0,0.0,0.0,999999
4063,J095131.18+032408.14,147.88,3.403,0.061,-3.0,0.0,0.0,0.0,999999
4064,J095340.08+032900.94,148.418,3.484,0.031,-5.0,0.0,0.0,0.0,999999
4066,J100135.80+033647.86,150.4,3.614,0.043,3.0,0.0,0.0,0.0,999999
4067,J100345.68+034034.80,150.941,3.677,0.03,3.0,8.0,0.0,0.0,999999
4068,J100418.55+034115.48,151.078,3.688,0.03,6.0,0.0,0.0,0.0,.S..6*.
4069,J100729.30+034025.13,151.873,3.674,0.029,-3.0,0.0,0.0,0.0,999999
4070,J101654.50+034559.00,154.228,3.767,0.053,5.0,8.0,0.0,0.0,999999
4071,J102248.22+034532.69,155.701,3.76,0.033,5.0,0.0,0.0,0.0,999999
4074,J103024.59+035931.27,157.603,3.993,0.068,-5.0,0.0,0.0,0.0,999999
4076,J103359.41+040229.70,158.498,4.042,0.046,0.0,0.0,0.0,0.0,999999
4077,J103551.02+035328.83,158.963,3.892,0.028,-3.0,0.0,0.0,0.0,999999
4078,J103818.11+035616.75,159.576,3.938,0.044,-5.0,0.0,0.0,0.0,999999
4079,J104233.03+040436.07,160.638,4.077,0.035,-2.0,0.0,0.0,0.0,999999
4081,J105827.21+041305.22,164.614,4.219,0.062,-5.0,0.0,0.0,0.0,999999
4082,J110023.57+041147.49,165.099,4.197,0.023,3.0,0.0,0.0,0.0,999999
4085,J110459.13+041728.12,166.247,4.292,0.026,3.0,4.0,0.0,0.0,.SBS2*.
4086,J111037.45+041129.05,167.657,4.192,0.029,9.0,72.0,0.0,0.0,999999
4087,J111107.58+042016.30,167.782,4.338,0.024,0.0,72.0,0.0,0.0,999999
4088,J111352.59+041726.99,168.47,4.291,0.024,3.0,0.0,0.0,0.0,.S..4*/
4089,J112017.80+041913.29,170.075,4.321,0.05,-3.0,0.0,0.0,0.0,.E.....
4090,J112230.53+041443.26,170.628,4.246,0.039,3.0,0.0,0.0,0.0,999999
4091,J112227.41+041712.46,170.615,4.287,0.039,3.0,0.0,0.0,0.0,.SAT4P*
4092,J112816.21+041938.21,172.068,4.328,0.029,-3.0,0.0,0.0,0.0,999999
4093,J112813.27+041901.72,172.056,4.318,0.028,5.0,0.0,0.0,0.0,.SBT4P*
4094,J113939.45+042217.44,174.915,4.372,0.074,-5.0,0.0,0.0,0.0,999999
4097,J120031.40+042703.39,180.131,4.451,0.077,4.0,0.0,0.0,0.0,999999
4098,J121431.91+042606.25,183.633,4.436,0.077,-5.0,0.0,0.0,0.0,999999
4099,J121512.90+043353.33,183.804,4.565,0.043,4.0,0.0,0.0,0.0,999999
4101,J090215.69+031011.75,135.566,3.17,0.052,4.0,4.0,0.0,0.0,999999
4102,J090656.86+031051.49,136.737,3.181,0.027,5.0,0.0,0.0,0.0,999999
4103,J090754.96+031621.72,136.979,3.273,0.027,5.0,72.0,0.0,0.0,999999
4104,J091028.47+032221.23,137.619,3.373,0.058,2.0,0.0,0.0,0.0,999999
4105,J091313.35+031349.39,138.306,3.231,0.013,6.0,4.0,0.0,0.0,.SB.6*.
4106,J091729.39+031858.75,139.373,3.317,0.057,-5.0,0.0,0.0,0.0,999999
4107,J091735.57+031942.87,139.399,3.329,0.056,1.0,0.0,0.0,0.0,999999
4108,J092159.63+032242.74,140.499,3.379,0.028,5.0,0.0,0.0,0.0,999999
4109,J094816.23+035421.07,147.068,3.906,0.025,5.0,0.0,0.0,0.0,999999
4110,J100242.89+040228.70,150.679,4.042,0.056,2.0,0.0,0.0,0.0,999999
4111,J100720.65+040445.50,151.837,4.08,0.029,5.0,2.0,0.0,0.0,999999
4112,J102233.46+041259.00,155.64,4.217,0.045,5.0,0.0,0.0,0.0,999999
4113,J102602.93+041447.92,156.513,4.247,0.075,2.0,0.0,0.0,0.0,999999
4114,J102627.94+041550.12,156.617,4.264,0.066,4.0,0.0,0.0,0.0,999999
4115,J105304.49+042935.92,163.269,4.494,0.042,-5.0,0.0,0.0,0.0,999999
4116,J105755.52+043338.27,164.482,4.561,0.057,2.0,0.0,0.0,0.0,999999
4117,J105816.26+043500.90,164.568,4.584,0.023,3.0,0.0,0.0,0.0,RSX.0*.
4118,J105830.78+043751.61,164.629,4.632,0.023,5.0,0.0,0.0,0.0,.S..2P/
4119,J110123.28+043314.10,165.348,4.554,0.039,-5.0,0.0,0.0,0.0,999999
4120,J110507.30+043510.84,166.281,4.587,0.026,5.0,0.0,0.0,0.0,999999
4122,J111020.01+044117.77,167.584,4.689,0.03,1.0,16.0,0.0,0.0,.LB.0*/
4123,J111025.31+043558.23,167.606,4.6,0.029,-5.0,0.0,0.0,0.0,.E+..*.
4124,J111140.67+044007.90,167.92,4.669,0.042,-5.0,0.0,0.0,0.0,999999
4125,J111126.44+043538.52,167.861,4.595,0.027,4.0,0.0,0.0,0.0,999999
4126,J111622.34+044258.54,169.094,4.717,0.042,4.0,0.0,0.0,0.0,999999
4128,J113023.43+044145.81,172.598,4.697,0.034,4.0,8.0,0.0,0.0,.SBT3..
4129,J113309.06+044838.97,173.288,4.811,0.039,3.0,0.0,0.0,0.0,999999
4130,J115615.10+045804.38,179.063,4.968,0.073,-5.0,0.0,0.0,0.0,999999
4131,J120257.80+045045.07,180.741,4.846,0.021,5.0,8.0,0.0,0.0,PSAS5*.
4133,J090206.58+032951.76,135.528,3.498,0.028,-3.0,0.0,0.0,0.0,999999
4134,J090211.33+032944.10,135.548,3.496,0.027,3.0,0.0,0.0,0.0,999999
4135,J090403.70+033505.00,136.016,3.585,0.027,3.0,4.0,0.0,0.0,.SB?...
4136,J091514.09+034212.24,138.809,3.704,0.057,-5.0,0.0,0.0,0.0,999999
4137,J092206.20+035350.17,140.526,3.898,0.014,6.0,0.0,0.0,0.0,.SA.7..
4138,J092408.54+040046.21,141.036,4.013,0.084,-5.0,0.0,0.0,0.0,999999
4139,J092408.53+035605.47,141.036,3.935,0.058,1.0,0.0,0.0,0.0,999999
4140,J092728.81+035546.55,141.871,3.93,0.018,5.0,8.0,0.0,0.0,.S?....
4141,J092741.67+035939.06,141.924,3.995,0.063,-5.0,0.0,0.0,0.0,999999
4142,J093552.51+040100.49,143.969,4.017,0.019,5.0,0.0,0.0,0.0,999999
4143,J094224.96+041659.45,145.605,4.284,0.029,-5.0,0.0,0.0,0.0,.L.....
4145,J094638.94+041849.56,146.663,4.314,0.067,99.0,0.0,0.0,0.0,999999
4146,J094900.73+041811.25,147.254,4.304,0.021,4.0,0.0,0.0,0.0,999999
4147,J095031.36+041238.11,147.631,4.211,0.07,4.0,0.0,0.0,0.0,999999
4148,J095211.97+041252.38,148.05,4.215,0.031,-3.0,0.0,0.0,0.0,999999
4150,J100031.98+042425.42,150.134,4.408,0.014,5.0,0.0,0.0,0.0,.S..3..
4151,J100245.41+042717.70,150.69,4.455,0.022,0.0,0.0,0.0,0.0,999999
4152,J100602.16+043119.63,151.509,4.523,0.023,0.0,0.0,0.0,0.0,999999
4154,J102251.01+044556.77,155.713,4.766,0.064,3.0,8.0,0.0,0.0,999999
4155,J102428.73+044047.11,156.12,4.68,0.046,3.0,2.0,0.0,0.0,999999
4156,J103044.37+044233.44,157.685,4.71,0.04,6.0,0.0,0.0,0.0,999999
4157,J103457.06+044954.36,158.738,4.832,0.03,-3.0,0.0,0.0,0.0,999999
4158,J103807.09+045339.66,159.53,4.895,0.023,5.0,0.0,0.0,0.0,.S?....
4159,J104115.61+045313.82,160.316,4.888,0.069,-3.0,0.0,0.0,0.0,999999
4160,J104339.02+045813.73,160.913,4.971,0.02,5.0,0.0,0.0,0.0,999999
4161,J104509.98+045640.16,161.292,4.945,0.069,4.0,4.0,0.0,0.0,.S..6?.
4162,J104646.03+044845.92,161.692,4.813,0.056,1.0,0.0,0.0,0.0,999999
4163,J104811.62+045539.85,162.049,4.928,0.026,-5.0,0.0,0.0,0.0,.L.....
4164,J104811.91+045954.88,162.05,4.999,0.035,-5.0,0.0,0.0,0.0,999999
4165,J104827.34+044931.77,162.114,4.826,0.035,4.0,0.0,0.0,0.0,999999
4166,J105605.64+050130.92,164.024,5.026,0.044,-2.0,0.0,0.0,0.0,999999
4167,J105707.11+050250.29,164.28,5.048,0.056,-3.0,0.0,0.0,0.0,999999
4169,J110406.84+050138.98,166.029,5.028,0.026,-3.0,0.0,0.0,0.0,999999
4170,J110902.87+050153.85,167.262,5.032,0.02,6.0,0.0,0.0,0.0,999999
4171,J111321.22+050532.51,168.339,5.093,0.027,1.0,0.0,0.0,0.0,999999
4172,J111738.38+050320.72,169.41,5.056,0.047,-3.0,0.0,0.0,0.0,999999
4173,J111903.21+051338.80,169.764,5.228,0.05,-5.0,0.0,0.0,0.0,999999
4174,J113221.51+051020.26,173.09,5.173,0.019,6.0,0.0,0.0,0.0,.SA.2?/
4175,J113836.50+051137.56,174.653,5.194,0.074,3.0,0.0,0.0,0.0,999999
4176,J114549.14+052017.15,176.455,5.339,0.094,4.0,4.0,0.0,0.0,999999
4179,J121002.21+052116.02,182.51,5.355,0.052,4.0,0.0,0.0,0.0,999999
4180,J121016.81+052309.72,182.571,5.387,0.077,-5.0,0.0,0.0,0.0,999999
4181,J121858.26+051516.24,184.743,5.255,0.077,-5.0,0.0,0.0,0.0,999999
4182,J121915.94+051613.32,184.817,5.271,0.081,-5.0,0.0,0.0,0.0,999999
4183,J121936.84+052352.13,184.904,5.398,0.039,4.0,8.0,0.0,0.0,999999
4184,J084727.95+034008.42,131.867,3.67,0.029,-2.0,0.0,0.0,0.0,999999
4185,J093141.64+043000.08,142.924,4.501,0.019,-2.0,0.0,0.0,0.0,.S..0?.
4186,J094420.85+043531.89,146.087,4.593,0.062,-3.0,0.0,0.0,0.0,999999
4188,J100816.02+045455.39,152.067,4.916,0.043,3.0,0.0,0.0,0.0,999999
4189,J101442.50+045704.99,153.678,4.952,0.046,5.0,0.0,0.0,0.0,999999
4192,J103906.61+051235.19,159.778,5.21,0.068,-5.0,0.0,0.0,0.0,999999
4193,J104017.73+052133.07,160.074,5.36,0.028,-3.0,0.0,0.0,0.0,999999
4194,J103957.27+051721.59,159.989,5.29,0.064,3.0,8.0,0.0,0.0,999999
4195,J105008.90+051938.03,162.538,5.328,0.026,5.0,4.0,0.0,0.0,.SB.3..
4196,J110243.75+052252.30,165.683,5.382,0.061,-5.0,0.0,0.0,0.0,.E.....
4198,J113252.31+054338.45,173.218,5.728,0.018,2.0,0.0,0.0,0.0,.S..3..
4199,J114111.81+054405.02,175.3,5.735,0.098,-5.0,0.0,0.0,0.0,999999
4200,J114602.94+053925.51,176.513,5.658,0.075,-2.0,0.0,0.0,0.0,999999
4201,J114953.29+054202.89,177.473,5.701,0.075,-5.0,0.0,0.0,0.0,999999
4202,J102600.53+052903.54,156.503,5.485,0.046,3.0,0.0,0.0,0.0,999999
