,JID,RAdeg,DEdeg,z,TType,Bar,Ring,FRing,RC3
11468,J123416.55+480203.55,188.569,48.035,0.046,-5.0,0.0,0.0,0.0,999999
11469,J123640.74+475145.36,189.17,47.863,0.044,-5.0,0.0,0.0,0.0,999999
11470,J123614.77+475319.12,189.062,47.889,0.029,4.0,0.0,0.0,0.0,999999
11472,J124842.63+474630.36,192.178,47.776,0.025,-3.0,0.0,0.0,0.0,999999
11474,J125054.75+474552.09,192.729,47.765,0.039,-2.0,0.0,0.0,0.0,999999
11475,J130455.77+473013.08,196.233,47.504,0.04,4.0,8.0,0.0,0.0,999999
11476,J103453.35+451609.34,158.723,45.27,0.026,-5.0,0.0,0.0,0.0,999999
11478,J105443.03+463314.43,163.68,46.555,0.023,1.0,0.0,0.0,0.0,999999
11480,J110454.85+465830.46,166.229,46.976,0.08,-5.0,0.0,0.0,0.0,999999
11482,J112906.70+474157.91,172.278,47.7,0.034,4.0,8.0,0.0,0.0,999999
11483,J115553.52+481706.00,178.974,48.285,0.032,99.0,0.0,0.0,0.0,999999
11484,J120544.33+482001.21,181.435,48.334,0.068,2.0,0.0,0.0,0.0,999999
11485,J122757.04+482412.82,186.988,48.404,0.032,5.0,4.0,0.0,0.0,999999
11486,J123232.50+482819.92,188.136,48.473,0.062,1.0,0.0,0.0,0.0,999999
11488,J124107.89+481939.37,190.283,48.328,0.031,2.0,0.0,0.0,0.0,999999
11489,J125616.53+480454.77,194.069,48.082,0.07,1.0,0.0,0.0,0.0,999999
11490,J130118.37+480330.48,195.327,48.059,0.03,99.0,0.0,0.0,0.0,999999
11491,J131118.10+453937.98,197.826,45.661,0.029,5.0,0.0,0.0,0.0,.SB.3..
11494,J132923.85+450006.19,202.35,45.002,0.034,99.0,0.0,0.0,0.0,999999
11495,J133516.20+444541.07,203.818,44.762,0.01,6.0,0.0,0.0,0.0,.S..8*.
11496,J134426.41+441620.06,206.111,44.273,0.055,3.0,0.0,0.0,0.0,999999
11497,J135327.83+435445.43,208.366,43.913,0.064,-5.0,0.0,0.0,0.0,999999
11498,J134302.65+445018.60,205.762,44.839,0.063,3.0,4.0,0.0,0.0,999999
11499,J142908.35+414950.78,217.285,41.831,0.019,3.0,0.0,0.0,0.0,.S?....
11500,J143639.94+410937.31,219.167,41.161,0.018,4.0,0.0,0.0,0.0,999999
11501,J143849.23+410025.75,219.706,41.008,0.019,0.0,72.0,0.0,0.0,.S..1..
11503,J131216.82+462427.71,198.071,46.408,0.04,8.0,0.0,0.0,0.0,999999
11504,J131528.37+462308.00,198.869,46.386,0.055,0.0,0.0,0.0,0.0,999999
11506,J134759.69+450236.66,206.999,45.044,0.058,-3.0,0.0,0.0,0.0,999999
11508,J135501.72+443509.10,208.758,44.586,0.044,99.0,8.0,0.0,0.0,999999
11509,J143632.06+414109.14,219.134,41.686,0.019,6.0,0.0,0.0,0.0,.S?....
11510,J144327.04+411015.03,220.863,41.171,0.037,3.0,0.0,0.0,0.0,999999
11511,J145008.34+402628.71,222.535,40.442,0.028,6.0,0.0,0.0,0.0,999999
11512,J150547.30+385648.78,226.448,38.947,0.03,-2.0,0.0,0.0,0.0,999999
11513,J131155.94+465425.84,197.984,46.908,0.029,-3.0,0.0,0.0,0.0,999999
11514,J131150.27+465557.70,197.96,46.933,0.027,5.0,0.0,0.0,0.0,999999
11516,J133436.77+460914.63,203.654,46.155,0.037,-3.0,0.0,0.0,0.0,999999
11517,J134357.06+453712.52,205.988,45.621,0.059,3.0,0.0,0.0,0.0,999999
11520,J131143.31+471956.91,197.931,47.333,0.029,-3.0,0.0,0.0,0.0,999999
11521,J140450.14+445438.27,211.209,44.911,0.041,-5.0,0.0,0.0,0.0,999999
11522,J141224.81+442739.12,213.104,44.461,0.032,1.0,0.0,0.0,0.0,999999
11526,J131356.93+473758.65,198.488,47.633,0.057,1.0,0.0,0.0,0.0,999999
11528,J135815.33+454901.45,209.564,45.818,0.054,3.0,4.0,0.0,0.0,999999
11529,J140200.09+453342.79,210.501,45.562,0.066,-5.0,0.0,0.0,0.0,999999
11530,J140741.71+451501.80,211.924,45.251,0.063,4.0,0.0,0.0,0.0,999999
11531,J142620.05+435440.29,216.584,43.912,0.071,-5.0,0.0,0.0,0.0,999999
11533,J150633.25+401104.50,226.639,40.185,0.031,1.0,0.0,0.0,0.0,999999
11534,J093928.63+335056.26,144.87,33.849,0.02,6.0,0.0,0.0,0.0,999999
11535,J100418.21+360554.55,151.076,36.099,0.04,1.0,0.0,0.0,0.0,999999
11536,J101004.48+363008.89,152.519,36.503,0.035,3.0,0.0,0.0,0.0,999999
11539,J104156.80+384315.41,160.487,38.721,0.038,2.0,0.0,0.0,0.0,999999
11541,J104715.08+385834.58,161.813,38.977,0.037,-5.0,0.0,0.0,0.0,999999
11542,J104726.76+385610.94,161.862,38.937,0.036,4.0,4.0,0.0,0.0,999999
11543,J104731.27+390011.71,161.881,39.004,0.037,1.0,16.0,0.0,0.0,999999
11544,J104740.47+385553.67,161.919,38.932,0.036,-5.0,0.0,0.0,0.0,.E...?.
11546,J093334.33+333855.01,143.394,33.649,0.028,-2.0,0.0,0.0,0.0,999999
11547,J093605.46+335741.12,144.023,33.962,0.013,99.0,0.0,0.0,0.0,999999
11548,J094405.35+344141.89,146.023,34.695,0.02,5.0,0.0,0.0,0.0,999999
11550,J094620.12+344744.29,146.584,34.796,0.023,5.0,0.0,0.0,0.0,999999
11551,J094630.90+345500.59,146.629,34.917,0.042,5.0,0.0,0.0,0.0,999999
11552,J094626.73+344718.41,146.612,34.789,0.06,-5.0,0.0,0.0,0.0,999999
11553,J094741.23+350336.18,146.922,35.061,0.016,5.0,0.0,0.0,0.0,999999
11554,J094913.68+350234.72,147.308,35.043,0.016,5.0,0.0,0.0,0.0,999999
11555,J094918.43+351043.66,147.327,35.179,0.016,6.0,4.0,0.0,0.0,999999
11556,J094931.47+351552.83,147.382,35.265,0.06,3.0,0.0,0.0,0.0,999999
11558,J100018.36+360557.29,150.077,36.1,0.058,5.0,0.0,0.0,0.0,999999
11559,J100520.07+362603.16,151.334,36.435,0.042,5.0,4.0,0.0,0.0,999999
11560,J102130.46+374524.09,155.377,37.757,0.023,-2.0,0.0,0.0,0.0,999999
11561,J102937.73+382422.03,157.408,38.407,0.056,-5.0,0.0,0.0,0.0,999999
11562,J103510.49+384219.96,158.794,38.706,0.043,3.0,0.0,0.0,0.0,999999
11564,J104039.64+390356.10,160.166,39.066,0.031,1.0,16.0,0.0,0.0,999999
11566,J104433.53+390925.83,161.14,39.158,0.036,5.0,0.0,0.0,0.0,999999
11567,J104507.14+391952.75,161.28,39.332,0.036,-5.0,0.0,0.0,0.0,999999
11568,J104524.93+390949.89,161.355,39.164,0.026,-5.0,0.0,0.0,0.0,999999
11570,J090314.70+303528.77,135.812,30.592,0.015,5.0,0.0,0.0,0.0,.S..6*.
11571,J093325.71+340253.10,143.358,34.049,0.028,-5.0,0.0,0.0,0.0,999999
11572,J093354.31+340342.70,143.477,34.062,0.027,5.0,0.0,0.0,0.0,999999
11574,J093936.03+344029.19,144.901,34.675,0.051,1.0,8.0,0.0,0.0,999999
11575,J095123.28+354520.37,147.847,35.756,0.028,5.0,4.0,0.0,0.0,999999
11576,J095545.45+361136.78,148.94,36.194,0.04,-3.0,0.0,0.0,0.0,999999
11577,J095643.58+362136.24,149.182,36.361,0.05,-2.0,0.0,0.0,0.0,999999
11578,J095753.17+362047.41,149.472,36.347,0.039,-5.0,0.0,0.0,0.0,999999
11582,J102126.42+381747.34,155.361,38.297,0.055,4.0,4.0,0.0,0.0,999999
11583,J103806.54+391037.75,159.528,39.178,0.031,5.0,0.0,0.0,0.0,.S?....
11586,J090809.11+314404.87,137.039,31.735,0.063,-5.0,0.0,0.0,0.0,999999
11587,J091106.50+320619.79,137.778,32.106,0.043,6.0,0.0,0.0,0.0,999999
11588,J092000.72+330010.02,140.004,33.003,0.051,-3.0,0.0,0.0,0.0,999999
11589,J091954.43+330626.15,139.977,33.108,0.025,0.0,0.0,0.0,0.0,999999
11590,J092001.86+330607.25,140.008,33.103,0.022,4.0,0.0,0.0,0.0,.S..4..
11591,J092036.93+330428.98,140.154,33.075,0.022,4.0,4.0,0.0,0.0,999999
11592,J092101.17+330736.03,140.255,33.127,0.024,1.0,0.0,0.0,0.0,999999
11593,J092059.41+331142.95,140.248,33.196,0.022,1.0,0.0,0.0,0.0,999999
11594,J092146.31+331840.10,140.443,33.312,0.023,1.0,0.0,0.0,0.0,999999
11595,J092211.01+331802.47,140.546,33.301,0.025,-2.0,0.0,0.0,0.0,999999
11596,J093003.56+341325.31,142.515,34.224,0.043,-3.0,0.0,0.0,0.0,999999
11597,J093421.40+344140.35,143.59,34.695,0.042,-5.0,0.0,0.0,0.0,999999
11598,J093446.27+344221.79,143.693,34.707,0.042,-3.0,0.0,0.0,0.0,999999
11599,J093514.22+344354.01,143.81,34.732,0.028,0.0,32.0,0.0,0.0,.L...?.
11601,J095225.09+361557.89,148.105,36.267,0.06,-5.0,0.0,0.0,0.0,999999
11602,J095443.18+363624.67,148.68,36.607,0.038,-5.0,0.0,0.0,0.0,999999
11603,J095721.27+365244.78,149.339,36.88,0.054,99.0,0.0,0.0,0.0,999999
11605,J100131.06+371214.20,150.38,37.204,0.022,-5.0,0.0,0.0,0.0,.S?....
11606,J100854.93+373929.95,152.229,37.659,0.054,-2.0,0.0,0.0,0.0,999999
11607,J101121.17+375251.27,152.839,37.881,0.054,-5.0,0.0,0.0,0.0,999999
11608,J101848.59+382810.81,154.703,38.47,0.023,5.0,4.0,0.0,0.0,.S?....
11609,J101902.43+382229.07,154.761,38.375,0.054,3.0,96.0,0.0,0.0,999999
11610,J102044.85+383115.26,155.187,38.521,0.054,-5.0,0.0,0.0,0.0,999999
11611,J102017.31+383024.84,155.073,38.507,0.055,1.0,0.0,0.0,0.0,999999
11613,J103930.43+394718.97,159.877,39.789,0.093,-5.0,0.0,0.0,0.0,999999
11614,J090051.70+310952.26,135.216,31.165,0.04,-5.0,0.0,0.0,0.0,999999
11616,J090853.56+321510.83,137.224,32.254,0.05,-5.0,0.0,0.0,0.0,999999
11617,J090901.02+321658.92,137.255,32.284,0.049,3.0,0.0,0.0,0.0,999999
11619,J091841.47+332505.05,139.673,33.419,0.043,5.0,0.0,0.0,0.0,999999
11620,J091936.03+332541.98,139.901,33.429,0.024,0.0,8.0,0.0,0.0,.S?....
11621,J092008.58+333942.00,140.036,33.662,0.021,3.0,0.0,0.0,0.0,999999
11622,J092036.32+333902.42,140.152,33.651,0.028,-5.0,0.0,0.0,0.0,.E?....
11624,J092210.34+335054.78,140.544,33.849,0.024,-5.0,0.0,0.0,0.0,.L...*.
11625,J092518.91+340644.96,141.329,34.113,0.023,6.0,8.0,0.0,0.0,.SB.6*.
11626,J092716.03+342537.89,141.817,34.428,0.024,2.0,0.0,0.0,0.0,999999
11627,J093011.12+343951.68,142.547,34.665,0.024,0.0,0.0,0.0,0.0,999999
11628,J095542.92+370033.75,148.929,37.01,0.022,3.0,0.0,0.0,0.0,999999
11629,J095558.52+370919.79,148.994,37.156,0.018,-5.0,0.0,0.0,0.0,999999
11630,J095554.72+371340.78,148.979,37.229,0.041,3.0,0.0,0.0,0.0,999999
11631,J095739.22+371949.15,149.414,37.331,0.061,3.0,0.0,0.0,0.0,999999
11632,J100423.61+374904.80,151.099,37.819,0.023,5.0,8.0,0.0,0.0,999999
11633,J101126.45+382649.18,152.861,38.448,0.022,0.0,2.0,0.0,0.0,999999
11635,J101352.83+383916.09,153.471,38.655,0.023,-5.0,0.0,0.0,0.0,.E.2.P*
11636,J101359.18+383925.92,153.497,38.658,0.021,-5.0,0.0,0.0,0.0,.E.2...
11637,J101421.56+383303.67,153.59,38.552,0.023,0.0,0.0,0.0,0.0,999999
11638,J103249.55+395047.56,158.207,39.847,0.03,-5.0,0.0,0.0,0.0,999999
11639,J103228.24+395506.43,158.118,39.919,0.044,3.0,0.0,0.0,0.0,999999
11640,J103612.44+400312.40,159.052,40.054,0.023,3.0,0.0,0.0,0.0,999999
11641,J104232.64+402236.74,160.637,40.377,0.055,-5.0,0.0,0.0,0.0,999999
11642,J090838.45+323534.61,137.161,32.593,0.015,4.0,0.0,0.0,0.0,.L?....
11643,J091340.91+331929.56,138.421,33.325,0.012,3.0,0.0,0.0,0.0,999999
11644,J091610.67+333146.89,139.045,33.53,0.023,-3.0,0.0,0.0,0.0,999999
11645,J091753.81+335017.46,139.475,33.839,0.022,2.0,0.0,0.0,0.0,999999
11650,J091934.83+335317.12,139.896,33.889,0.022,-2.0,0.0,0.0,0.0,999999
11652,J092557.77+343747.54,141.491,34.63,0.025,6.0,8.0,0.0,0.0,999999
11653,J093806.36+360221.89,144.527,36.04,0.023,5.0,0.0,0.0,0.0,999999
11655,J094511.17+363203.33,146.297,36.535,0.024,99.0,0.0,0.0,0.0,999999
11656,J095439.41+372430.92,148.665,37.409,0.02,3.0,0.0,0.0,0.0,.S..3..
11657,J095617.30+373524.09,149.073,37.591,0.023,-3.0,0.0,0.0,0.0,999999
11658,J095616.63+373849.44,149.07,37.648,0.023,-5.0,0.0,0.0,0.0,999999
11659,J095952.32+375431.18,149.969,37.909,0.017,5.0,0.0,0.0,0.0,999999
11661,J100224.59+380745.47,150.603,38.13,0.023,5.0,0.0,0.0,0.0,999999
11662,J100846.34+383805.83,152.194,38.635,0.057,-5.0,0.0,0.0,0.0,999999
11663,J100836.84+383849.31,152.154,38.648,0.056,3.0,0.0,0.0,0.0,999999
11664,J100913.75+383458.39,152.308,38.583,0.053,-5.0,0.0,0.0,0.0,999999
11665,J101413.94+390303.39,153.559,39.051,0.026,-2.0,0.0,0.0,0.0,999999
11666,J101445.32+385851.60,153.689,38.981,0.024,-5.0,0.0,0.0,0.0,999999
11667,J101558.15+391435.15,153.993,39.244,0.063,99.0,0.0,0.0,0.0,999999
11668,J102430.64+394437.78,156.128,39.744,0.063,-5.0,0.0,0.0,0.0,999999
11669,J102621.73+395712.98,156.591,39.954,0.064,2.0,0.0,0.0,0.0,999999
11670,J103044.58+400327.08,157.686,40.058,0.024,99.0,0.0,0.0,0.0,999999
11671,J103217.65+401837.77,158.074,40.311,0.044,1.0,0.0,0.0,0.0,999999
11672,J103213.95+401616.48,158.059,40.272,0.078,-5.0,0.0,0.0,0.0,999999
11673,J104320.56+404710.82,160.836,40.787,0.029,0.0,0.0,0.0,0.0,999999
11674,J130556.77+560623.27,196.487,56.107,0.066,-5.0,0.0,0.0,0.0,999999
11675,J131543.68+554704.61,198.932,55.785,0.081,0.0,0.0,0.0,0.0,999999
11679,J135438.24+540721.48,208.66,54.123,0.07,-5.0,0.0,0.0,0.0,999999
11680,J141015.13+532007.20,212.564,53.336,0.078,3.0,0.0,0.0,0.0,999999
11681,J143857.79+510442.44,219.741,51.079,0.044,0.0,0.0,0.0,0.0,999999
11682,J144410.67+503442.75,221.045,50.579,0.071,-2.0,0.0,0.0,0.0,999999
11683,J145551.53+493851.07,223.965,49.648,0.027,6.0,0.0,0.0,0.0,999999
11684,J145756.42+492039.82,224.486,49.345,0.072,-5.0,0.0,0.0,0.0,999999
11685,J150049.74+490920.81,225.208,49.156,0.032,0.0,0.0,0.0,0.0,999999
11686,J150225.36+485239.68,225.606,48.878,0.027,3.0,0.0,0.0,0.0,.S..1..
11687,J150319.47+484151.97,225.832,48.698,0.075,0.0,0.0,0.0,0.0,999999
11688,J150437.06+484419.62,226.155,48.739,0.037,-3.0,0.0,0.0,0.0,999999
11689,J150459.41+483847.85,226.248,48.647,0.025,3.0,0.0,0.0,0.0,999999
11690,J150419.16+483653.06,226.08,48.615,0.026,3.0,0.0,0.0,0.0,999999
11691,J150533.46+483218.30,226.39,48.539,0.073,1.0,0.0,0.0,0.0,999999
11693,J153317.64+450022.92,233.324,45.007,0.062,4.0,8.0,0.0,0.0,999999
11694,J154828.42+424205.39,237.119,42.702,0.034,-3.0,0.0,0.0,0.0,999999
11695,J155501.93+413442.02,238.759,41.579,0.034,-5.0,0.0,0.0,0.0,.S?....
11696,J155538.97+413222.12,238.913,41.54,0.035,0.0,0.0,0.0,0.0,999999
11697,J155540.17+413017.35,238.918,41.505,0.031,0.0,0.0,0.0,0.0,999999
11698,J155513.83+413454.42,238.808,41.582,0.034,0.0,0.0,0.0,0.0,999999
11699,J161349.20+380907.03,243.456,38.152,0.038,-5.0,0.0,0.0,0.0,999999
11700,J161605.39+374013.28,244.023,37.671,0.037,-2.0,0.0,0.0,0.0,999999
11701,J132254.06+555800.71,200.726,55.967,0.039,0.0,0.0,0.0,0.0,999999
11702,J132927.50+554316.41,202.365,55.722,0.043,3.0,0.0,0.0,0.0,999999
11704,J133839.92+552700.83,204.667,55.451,0.038,3.0,0.0,0.0,0.0,999999
11705,J134638.92+550532.41,206.663,55.093,0.041,4.0,0.0,0.0,0.0,999999
11706,J135402.46+543706.90,208.511,54.619,0.026,6.0,0.0,0.0,0.0,999999
11707,J135533.26+543934.68,208.889,54.66,0.069,-3.0,0.0,0.0,0.0,999999
11708,J140813.76+535300.75,212.058,53.884,0.042,-5.0,0.0,0.0,0.0,999999
11710,J143307.24+520007.00,218.281,52.002,0.071,4.0,0.0,0.0,0.0,999999
11711,J144944.83+504239.25,222.437,50.711,0.014,99.0,0.0,0.0,0.0,999999
11712,J145221.39+502133.59,223.09,50.36,0.037,0.0,4.0,0.0,0.0,999999
11713,J152642.98+462638.48,231.68,46.445,0.019,6.0,0.0,0.0,0.0,999999
11714,J152959.56+455448.48,232.499,45.914,0.038,3.0,0.0,0.0,0.0,999999
11716,J154305.58+440700.28,235.774,44.117,0.038,-3.0,0.0,0.0,0.0,999999
11717,J154324.50+440718.54,235.853,44.122,0.037,4.0,0.0,0.0,0.0,999999
11718,J154336.58+435849.22,235.903,43.981,0.02,-3.0,0.0,0.0,0.0,999999
11719,J154336.36+435447.85,235.902,43.914,0.038,-5.0,0.0,0.0,0.0,999999
11720,J154925.25+425753.65,237.356,42.965,0.036,3.0,0.0,0.0,0.0,999999
11721,J155103.91+424123.27,237.767,42.69,0.035,-5.0,0.0,0.0,0.0,999999
11722,J155200.32+424338.95,238.002,42.728,0.035,6.0,0.0,0.0,0.0,999999
11724,J155636.40+415250.54,239.152,41.881,0.035,2.0,0.0,0.0,0.0,.S?....
11725,J155650.13+414416.03,239.209,41.738,0.039,-2.0,72.0,0.0,0.0,999999
11726,J155744.79+414234.10,239.437,41.71,0.024,-2.0,0.0,0.0,0.0,999999
11727,J160407.37+403415.95,241.031,40.572,0.039,-5.0,0.0,0.0,0.0,999999
11728,J161119.29+385922.78,242.831,38.99,0.058,3.0,2.0,0.0,0.0,999999
11729,J161212.76+385423.76,243.054,38.907,0.062,4.0,0.0,0.0,0.0,999999
11730,J161959.56+372207.58,244.999,37.369,0.033,1.0,0.0,0.0,0.0,999999
11731,J162134.53+371028.39,245.394,37.175,0.048,3.0,0.0,0.0,0.0,999999
11732,J162234.54+364519.56,245.644,36.756,0.034,99.0,0.0,0.0,0.0,999999
11733,J163047.04+350608.00,247.697,35.103,0.038,0.0,0.0,0.0,0.0,999999
11735,J164511.19+311813.06,251.297,31.304,0.032,5.0,0.0,0.0,0.0,999999
11736,J130434.73+565907.21,196.145,56.986,0.059,3.0,0.0,0.0,0.0,999999
11737,J132024.91+562614.14,200.104,56.438,0.021,5.0,0.0,0.0,0.0,.S?....
11738,J134139.22+554014.22,205.414,55.671,0.026,3.0,0.0,0.0,0.0,999999
11739,J134345.00+553801.83,205.938,55.634,0.069,-5.0,0.0,0.0,0.0,999999
11740,J134256.34+553614.21,205.735,55.604,0.067,-5.0,0.0,0.0,0.0,999999
11741,J140455.62+542410.87,211.232,54.403,0.081,-5.0,0.0,0.0,0.0,999999
11743,J143200.58+524457.64,218.003,52.75,0.047,2.0,0.0,0.0,0.0,999999
11744,J144545.11+513451.17,221.438,51.581,0.03,-3.0,0.0,0.0,0.0,.S?....
11745,J145512.02+502955.40,223.801,50.499,0.038,5.0,8.0,0.0,0.0,999999
11746,J150046.11+495937.20,225.193,49.994,0.014,5.0,8.0,0.0,0.0,999999
11747,J150313.00+495104.17,225.805,49.852,0.029,1.0,0.0,0.0,0.0,999999
11748,J153733.88+453320.03,234.392,45.556,0.061,-5.0,0.0,0.0,0.0,999999
11749,J154120.00+445233.43,235.334,44.876,0.038,2.0,0.0,0.0,0.0,999999
11750,J154546.24+441452.90,236.443,44.249,0.035,5.0,0.0,0.0,0.0,999999
11751,J154623.63+440215.82,236.599,44.038,0.062,-3.0,0.0,0.0,0.0,999999
11753,J155547.63+423626.08,238.949,42.608,0.046,3.0,72.0,0.0,0.0,999999
11754,J155647.69+421751.76,239.199,42.298,0.035,-3.0,0.0,0.0,0.0,999999
11755,J155847.41+415617.14,239.698,41.939,0.039,4.0,8.0,0.0,0.0,.S?....
11756,J160237.93+411736.36,240.659,41.294,0.035,2.0,0.0,0.0,0.0,999999
11757,J160338.99+410911.01,240.913,41.154,0.035,3.0,0.0,0.0,0.0,999999
11758,J160916.63+400824.22,242.32,40.141,0.032,3.0,0.0,0.0,0.0,999999
11760,J161355.42+392007.59,243.481,39.336,0.033,7.0,0.0,0.0,0.0,999999
11761,J161817.64+381840.79,244.574,38.312,0.032,-5.0,0.0,0.0,0.0,999999
11762,J161929.28+380553.64,244.872,38.099,0.068,-5.0,0.0,0.0,0.0,999999
11763,J162009.52+374753.55,245.04,37.799,0.034,3.0,0.0,0.0,0.0,999999
11764,J162206.01+372307.56,245.526,37.386,0.031,3.0,0.0,0.0,0.0,999999
11767,J162418.60+365523.38,246.078,36.924,0.033,-2.0,0.0,0.0,0.0,999999
11768,J162751.39+360920.11,246.965,36.156,0.032,0.0,0.0,0.0,0.0,999999
11771,J164616.59+314333.62,251.57,31.727,0.055,-5.0,0.0,0.0,0.0,999999
11772,J165103.66+303949.04,252.766,30.664,0.038,4.0,0.0,0.0,0.0,999999
11773,J131419.63+571025.74,198.582,57.174,0.038,-3.0,0.0,0.0,0.0,999999
11774,J133436.22+562752.36,203.651,56.465,0.031,0.0,0.0,0.0,0.0,999999
11776,J134107.77+561326.53,205.283,56.224,0.071,-3.0,0.0,0.0,0.0,999999
11777,J134439.90+555938.55,206.167,55.994,0.039,5.0,8.0,0.0,0.0,999999
11778,J134442.15+555313.80,206.176,55.888,0.038,99.0,0.0,0.0,0.0,.P.....
11779,J141927.18+540601.37,214.864,54.101,0.043,3.0,0.0,0.0,0.0,999999
11780,J142434.45+533824.14,216.144,53.64,0.031,5.0,0.0,0.0,0.0,999999
11781,J143312.95+525747.56,218.305,52.964,0.048,-5.0,0.0,0.0,0.0,999999
11782,J143307.51+525845.27,218.282,52.98,0.045,5.0,0.0,0.0,0.0,999999
11783,J143835.25+524223.44,219.647,52.707,0.012,7.0,68.0,0.0,0.0,999999
11784,J145507.86+510113.08,223.783,51.021,0.027,2.0,0.0,0.0,0.0,999999
11785,J150823.42+493957.61,227.098,49.666,0.038,-5.0,0.0,0.0,0.0,999999
11786,J152145.47+481616.87,230.44,48.272,0.059,3.0,8.0,0.0,0.0,999999
11787,J152511.20+473933.15,231.297,47.66,0.073,3.0,0.0,0.0,0.0,999999
11788,J153109.46+470300.34,232.79,47.051,0.021,6.0,4.0,0.0,0.0,999999
11789,J153111.22+465756.10,232.797,46.966,0.037,2.0,8.0,0.0,0.0,999999
11790,J155126.60+434637.15,237.861,43.777,0.04,1.0,0.0,0.0,0.0,999999
11791,J161213.52+401547.98,243.057,40.264,0.057,-3.0,0.0,0.0,0.0,999999
11792,J161347.70+395047.67,243.449,39.847,0.032,-2.0,8.0,0.0,0.0,999999
11794,J162256.48+375858.24,245.736,37.983,0.033,0.0,0.0,0.0,0.0,999999
11795,J162259.67+375656.70,245.749,37.95,0.032,2.0,0.0,0.0,0.0,999999
11796,J162327.88+374951.82,245.867,37.832,0.029,-3.0,0.0,0.0,0.0,999999
11799,J162626.73+371400.56,246.612,37.234,0.077,-5.0,0.0,0.0,0.0,999999
11800,J164038.39+335552.12,250.16,33.932,0.038,-2.0,0.0,0.0,0.0,999999
11801,J164100.07+334623.01,250.251,33.774,0.032,1.0,0.0,0.0,0.0,999999
11802,J164832.77+315255.87,252.137,31.883,0.054,0.0,0.0,0.0,0.0,999999
11803,J165222.67+304239.75,253.095,30.712,0.037,-3.0,0.0,0.0,0.0,999999
11804,J165229.57+304316.16,253.124,30.722,0.037,3.0,0.0,0.0,0.0,999999
11805,J165422.06+300937.47,253.592,30.161,0.061,3.0,0.0,0.0,0.0,999999
11806,J132553.79+571516.32,201.475,57.255,0.021,8.0,66.0,0.0,0.0,999999
11807,J134212.20+562910.22,205.551,56.487,0.071,2.0,0.0,0.0,0.0,999999
11808,J135028.96+561427.22,207.621,56.241,0.069,-5.0,0.0,0.0,0.0,999999
11810,J141129.09+550718.86,212.872,55.122,0.041,3.0,0.0,0.0,0.0,999999
11811,J141507.74+544805.78,213.783,54.802,0.034,-2.0,0.0,0.0,0.0,999999
11812,J142641.91+535740.76,216.675,53.962,0.038,5.0,0.0,0.0,0.0,999999
11813,J142944.60+534941.96,217.436,53.829,0.044,-5.0,0.0,0.0,0.0,999999
11814,J144324.74+523652.62,220.854,52.615,0.038,-2.0,0.0,0.0,0.0,999999
11815,J150421.56+504151.33,226.09,50.698,0.038,0.0,0.0,0.0,0.0,999999
11816,J151740.28+490553.38,229.418,49.099,0.038,5.0,0.0,0.0,0.0,999999
11817,J151807.55+490345.96,229.532,49.063,0.063,1.0,0.0,0.0,0.0,999999
11818,J152052.24+483938.62,230.218,48.661,0.074,-5.0,0.0,0.0,0.0,999999
11819,J152153.10+483740.01,230.472,48.628,0.07,2.0,0.0,0.0,0.0,999999
11821,J152503.24+481141.69,231.264,48.195,0.037,5.0,0.0,0.0,0.0,999999
11822,J153500.12+464852.85,233.751,46.815,0.019,99.0,0.0,0.0,0.0,999999
11823,J153557.27+464454.43,233.989,46.749,0.038,-3.0,0.0,0.0,0.0,999999
11824,J153557.32+464213.91,233.989,46.704,0.039,0.0,72.0,0.0,0.0,999999
11825,J154004.49+460621.43,235.019,46.106,0.037,-5.0,0.0,0.0,0.0,999999
11827,J154801.87+450006.63,237.008,45.002,0.039,-5.0,0.0,0.0,0.0,999999
11828,J154756.23+445745.69,236.985,44.963,0.039,1.0,0.0,0.0,0.0,999999
11829,J154907.76+444158.24,237.283,44.7,0.036,-5.0,0.0,0.0,0.0,999999
11830,J160014.94+430634.56,240.063,43.11,0.045,-3.0,0.0,0.0,0.0,999999
11831,J160723.18+414232.12,241.847,41.709,0.019,0.0,0.0,0.0,0.0,999999
11833,J161427.62+402407.34,243.616,40.403,0.057,3.0,0.0,0.0,0.0,999999
11834,J161845.80+392004.03,244.691,39.335,0.032,-5.0,0.0,0.0,0.0,999999
11835,J162151.45+385615.15,245.465,38.938,0.018,5.0,8.0,0.0,0.0,999999
11836,J162200.23+385454.19,245.502,38.916,0.018,5.0,0.0,0.0,0.0,999999
11837,J162230.12+383533.59,245.626,38.593,0.032,0.0,0.0,0.0,0.0,999999
11838,J162311.75+383516.57,245.799,38.588,0.029,-3.0,0.0,0.0,0.0,999999
11839,J162518.33+375640.60,246.327,37.945,0.033,0.0,0.0,0.0,0.0,999999
11841,J163528.10+355013.11,248.868,35.838,0.035,3.0,8.0,0.0,0.0,999999
11842,J164444.06+332832.67,251.184,33.476,0.039,0.0,0.0,0.0,0.0,999999
11844,J133718.13+570632.38,204.326,57.109,0.024,1.0,0.0,0.0,0.0,999999
11845,J140835.50+553224.70,212.148,55.541,0.075,-5.0,0.0,0.0,0.0,999999
11846,J140947.13+553558.71,212.447,55.6,0.026,9.0,0.0,0.0,0.0,999999
11847,J141158.01+552435.42,212.992,55.41,0.042,-5.0,0.0,0.0,0.0,999999
